"institution","collection","recordsets","recordsetQuery","institution_code","collection_code","collection_uuid","collection_lsid","collection_url","collection_catalog_url","description","descriptionForSpecialists","cataloguedSpecimens","knownToContainTypes","taxonCoverage","geographic_range","collectionExtent","contact","contact_role","contact_email","mailing_address","mailing_city","mailing_state","mailing_zip","physical_address","physical_city","physical_state","physical_zip","UniqueNameUUID","attributionLogoURL","providerManagedID","derivedFrom","sameAs","flags","portalDisplay","lat","lon","count","type"
"Boston University, Stuart K. Harris Herbarium","Herbarium","a69decc7-76ba-496a-a66e-f91049c02cf0","{""recordset"":""a69decc7-76ba-496a-a66e-f91049c02cf0""}","BSN<IH>","","urn:uuid:d20ec68a-0488-11e5-b0ee-002315492bbc","urn:lsid:biocol.org:col:12681","http://www.bu.edu/biology","","","",NA,NA,"","","","Richard B. Primack","Director","primack@bu.edu","Biology Department, 5 Cummington Street","Boston","Massachusetts","02215-0000","Biology Department, 5 Cummington Street","Boston","Massachusetts","02215-0000","urn:uuid:ce477100-78bf-49bb-8034-601c640d2993","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124075","","",42.3483,-71.1007,40941,"plantae"
"Museum of Northern Arizona, Walter B. McDougall Herbarium","Herbarium","de5203b1-5a44-4010-948c-b7d33f46397a","{""recordset"":""de5203b1-5a44-4010-948c-b7d33f46397a""}","MNA<IH>","","urn:uuid:3d09a989-abec-4e51-a7dd-3d229a849a1b","urn:lsid:biocol.org:col:15817","http://www.musnaz.org","http://swbiodiversity.org/seinet/collections/misc/collprofiles.php?collid=103","Cataloged specimens represent 142 vascular plant families, 933 genera, and 2,716 species as well as a significant collection of nonvascular plants including mosses, liverworts, and hornworts. Colorado Plateau, southwestern United States","",35600,NA,"Cataloged specimens represent 142 vascular plant families, 933 genera, and 2,716 species as well as a significant collection of nonvascular plants including mosses, liverworts, and hornworts.","Colorado Plateau, southwestern United States","35600","Kirstin Phillips","Botany research assistant","kphillips@musnaz.org","3101 North Fort Valley Road","Flagstaff","Arizona","86001","3100 N. Fort Valley Road","Flagstaff","Arizona","86001","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125390","","",35.2354,-111.6654,36973,"plantae"
"University of California Santa Barbara, Cheadle Center for Biodiversity and Ecological Restoration","Vascular Plants","0b17c21a-f7e2-4967-bdf8-60cf9b06c721","{""recordset"":""0b17c21a-f7e2-4967-bdf8-60cf9b06c721"",""institutioncode"":""ucsb""}","UCSB<IH>","UCSB","urn:uuid:ab8fa5e2-5f06-460a-9119-3a9522392027","urn:lsid:biocol.org:col:15013","http://ccber.ucsb.edu/collections/botanical/vascular_plants","http://biobase.eri.ucsb.edu:8080/specify-solr/plants/","The CCBER vascular plant collection emphasizes specimens from California, especially from the Santa Barbara area. It includes materials from highly sensitive coastal wetland habitats in central and southern California, including both coasts of Baja California. In addition, there is a valuable collection of vernal pool material as well as material from the California transverse mountain ranges and the Carrizo Plain, both climatically and biogeographically unique regions with high endemism. The collection also includes specimens from elsewhere in the United States, southern Africa, New Zealand, and Australia.","",90000,NA,"","The CCBER vascular plant collection emphasizes specimens from California, especially from the Santa Barbara area. It includes materials from highly sensitive coastal wetland habitats in central and southern California, including both coasts of Baja California. In addition, there is a valuable collection of vernal pool material as well as material from the California transverse mountain ranges and the Carrizo Plain, both climatically and biogeographically unique regions with high endemism. The collection also includes specimens from elsewhere in the United States, southern Africa, New Zealand, and Australia.","90000","Gregory Wahlert","Collection Manager","wahlert@ccber.ucsb.edu","Cheadle Center for Biodiversity and Ecological Restoration, Harder South, Building 578, MS-9615, University of California Santa Barbara","Santa Barbara","California","93106","Cheadle Center for Biodiversity and Ecological Restoration, Harder South, Building 578, MS-9615, University of California Santa Barbara","Santa Barbara","California","93106","urn:uuid:2a74fd30-dea3-4927-8bd7-3c1a275da8ae","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126627","","",34.4453,-119.8034,36770,"plantae"
"George Mason University, Ted R. Bradley Herbarium","Herbarium","e794b292-4a94-471e-ab84-6aaef1fea1b3","{""recordset"":""e794b292-4a94-471e-ab84-6aaef1fea1b3""}","GMUF<IH>","Plants","urn:uuid:484e23c9-f5ec-4c1b-bbff-dcce93b81c3d","urn:lsid:biocol.org:col:15023","http://www.gmu.edu/departments/espp/research/facilities/herbarium.html","","","",NA,NA,"","","","Andrea Weeks","Director","aweeks3@gmu.edu","Department of Environmental Science and Policy 5F2, 4400 University Drive","Fairfax","Virginia","22030-4444","","Fairfax","Virginia","22030-4444","urn:uuid:7dab6d8e-9ff5-44ac-9c47-edda551940ec","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124616","","",38.8532,-77.3051,36507,"plantae"
"Rutgers University, Chrysler Herbarium","Herbarium","2eb8ff2f-4826-4fc3-be68-22d805bcae88, d6c6e57a-4ccb-4707-b87d-c91d01d6aa42, 0bc60df1-a162-4173-9a73-c51e09031843","{""recordset"":[""2eb8ff2f-4826-4fc3-be68-22d805bcae88"",""d6c6e57a-4ccb-4707-b87d-c91d01d6aa42"",""0bc60df1-a162-4173-9a73-c51e09031843""]}","CHRB<IH>","","urn:uuid:2fbcf031-cdae-4c9d-9c4f-f2fe5db6ee2e","urn:lsid:biocol.org:col:15756","http://herbarium.rutgers.edu/","http://portal.neherbaria.org/portal/collections/index.php","Vascular plants (140 000), Bryophytes, Lichens, and Microalgae. The Mycological Collection includes plant pathogens. Mostly focused on New Jersey, Pennsylvania, and New York, but also with some worldwide collections.","",NA,NA,"Vascular plants (140 000), Bryophytes, Lichens, and Microalgae. The Mycological Collection includes plant pathogens.","Mostly focused on New Jersey, Pennsylvania, and New York, but also with some worldwide collections.","","Lena Struwe","Director","struwe@aesop.rutgers.edu","237 Foran Hall, 59 Dudley Road, 237 Foran Hall, 59 Dudley Road","New Brunswick","New Jersey","08901-8551","Rutgers University, Douglass Campus, Biological Sciences Building, Room 011., Room 001 - Douglass Biology Building, Douglass Campus","New Brunswick","New Jersey","08901-8551","urn:uuid:008d71c7-fdf6-4e46-9d2d-9a083895e607","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125835","","",40.491,-74.4133,34922,"plantae"
"Mississippi State University","Herbarium","3056112e-97c6-4d0d-b6c2-3c0a9adaca24","{""recordset"":""3056112e-97c6-4d0d-b6c2-3c0a9adaca24""}","MISSA<IH>","","urn:uuid:3972bb7c-ecbc-4d99-9392-8e297b9afdf0","urn:lsid:biocol.org:col:15089","http://herbarium.biology.msstate.edu/","","","",NA,NA,"","","","Lisa Wallace","Curator","lisawallace@biology.msstate.edu","Department of Biological Sciences, P.O. Box GY","Mississippi State","Mississippi","39762-9775","209 Harned Hall, 295 Lee Boulevard","Mississippi State","Mississippi","39762","urn:uuid:05069f5a-3298-4dbd-abf9-5485b1e049fa","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125277","","",33.4652,-88.7793,34756,"plantae"
"Connecticut Botanical Society","Herbarium","09edf7d2-e68e-4a42-93da-762f86bb814f","{""recordset"":""09edf7d2-e68e-4a42-93da-762f86bb814f""}","YPM","CBS","urn:uuid:4644b4e8-935a-4d97-bde6-50e11f116135","","http://www.ct-botanical-society.org/","http://collections.peabody.yale.edu/search/","","",38500,NA,"Tracheophyta","Connecticut","38,500","Patrick Sweeney","","patrick.sweeney@yale.edu","PO Box 9004","New Haven","Connecticut","06532-0004","","New Haven","Connecticut","06532-0004","urn:uuid:b2b7748a-7daf-466c-8719-7493ac40beda","","","","","","",41.3657,-72.9275,33988,"plantae"
"Virginia Polytechnic Institute and State University, The Massey Herbarium","Herbarium","ec248223-f277-4c02-b1fa-60056b5a689a, 538bdd33-b616-4825-8542-7033cc8a185f, 471835cc-feb6-4d05-a8d1-62ce71399326","{""recordset"":[""ec248223-f277-4c02-b1fa-60056b5a689a"",""538bdd33-b616-4825-8542-7033cc8a185f"",""471835cc-feb6-4d05-a8d1-62ce71399326""]}","VPI<IH>","","urn:uuid:a76cca61-90c3-4983-acf0-a44183bf570f","urn:lsid:biocol.org:col:14702","http://www.biol.vt.edu/about/herbarium/","","Pteridophytes, Poaceae, Cyperaceae (esp. Carex), Asteraceae (Eupatorium, Solidago) Mostly North America, specializing in central Appalachian and Mid-Atlantic regions.","",110000,NA,"Pteridophytes, Poaceae, Cyperaceae (esp. Carex), Asteraceae (Eupatorium, Solidago)","Mostly North America, specializing in central Appalachian and Mid-Atlantic regions.","110,000 (vascular plants)","Dr. Khidir Hilu","Director","hilukw@vt.edu","3017-A Derring Hall, 1405 Perry St, Virginia Tech","Blacksburg","Virginia","24061-0406","3017-A Derring Hall, 1405 Perry St, Virginia Tech","Blacksburg","Virginia","24061-0406","urn:uuid:bc8ca981-cf4d-4e25-b769-00a5e062ddfd","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126949","","",36.7227,-79.9147,33691,"plantae"
"Auburn University Museum of Natural History, John D. Freeman Herbarium","Herbarium","364a24d9-d4a8-4e0b-8e50-07b90f844548, 29b8da72-4420-4f65-b755-a006a23cf65a, 3d2b5be0-7c1d-4693-9226-94bc0061123b, 18c215c3-c02f-47e9-bb66-196c33c8f672","{""recordset"":[""364a24d9-d4a8-4e0b-8e50-07b90f844548"",""29b8da72-4420-4f65-b755-a006a23cf65a"",""3d2b5be0-7c1d-4693-9226-94bc0061123b"",""18c215c3-c02f-47e9-bb66-196c33c8f672""]}","AUA<IH>","","urn:uuid:e9f128ce-fe7e-4e06-8a09-aaeccf008c75","urn:lsid:biocol.org:col:14945","http://aumnh.org/research-collections/plants/","","","",NA,NA,"","","","Curtis J. Hansen","Collections Manager","hansecj@auburn.edu","Biological Sciences Department, 101 Rouse Life Sciences Bldg.","Auburn","Alabama","36849","Biodiversity Learning Center","Auburn","Alabama","36849","urn:uuid:af9c8f12-b4cc-4de4-9e45-be50ab2e4812","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124000","","",32.3016,-85.1757,28207,"plantae"
"Western Carolina University","Herbarium","570dcca6-a84f-43aa-8053-1a2ac60d9ead","{""recordset"":""570dcca6-a84f-43aa-8053-1a2ac60d9ead""}","WCUH<IH>","","urn:uuid:304bc2ed-03c6-4182-92b1-7140c8551b65","urn:lsid:biocol.org:col:15034","http://www.wcu.edu/academics/departments-schools-colleges/cas/casdepts/biology/herbarium-wcuh.asp","","","",NA,NA,"","","","Katherine G. Mathews","Curator","kmathews@email.wcu.edu","Department of Biology, 132 Natural Science Building","Cullowhee","North Carolina","28723-9803","Department of Biology, 132 Natural Science Building","Cullowhee","North Carolina","28723-9803","urn:uuid:5f5b17ec-8740-460f-9c2f-ba327c40f72e","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126999","","",35.5121,-83.0618,28076,"plantae"
"Western New Mexico University, Gila Natural History Collections of the Gila Center for Natural History, Dale A. Zimmerman Herbarium","Herbarium","1549b662-ec36-436a-8593-76f7642ec9e4","{""recordset"":""1549b662-ec36-436a-8593-76f7642ec9e4""}","SNM<IH>","","urn:uuid:8e65a87f-4380-4280-80f4-1afcba0f739a","urn:lsid:biocol.org:col:15486","http://www.wnmu.edu/academic/nspages/gilacenter.shtml","","","",NA,NA,"","","","William R. Norris","Collection Manager","norrisw@wnmu.edu","Department of Natural Sciences, 1000 W. College Avenue<br />PO Box 680","Silver City","New Mexico","88061","Harlan Hall 141","Silver City","New Mexico","88061","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=127005","","",32.7823,-108.2817,27741,"plantae"
"Eastern Illinois University, Stover Ebinger Herbarium","Vascular Plants and Bryophytes","cb33cf97-2a7b-4b45-9b73-5aca568332a6","{""recordset"":""cb33cf97-2a7b-4b45-9b73-5aca568332a6""}","EIU<IH>","","urn:uuid:429094bd-68ff-4fbf-ac02-29b2c2386f3e","","http://ux1.eiu.edu/~gctucker/eiu-herbarium.htm","","","",NA,NA,"","","","Gordon C. Tucker","Curator","gctucker@eiu.edu","Biological Sciences Department","Charleston","Illinois","61920","Seventh Street., 3027 - Life Science","Charleston","Illinois","61920-3099","urn:uuid:27b9bee3-c207-4a5e-9350-367a8e3d861f","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124444","","",39.4987,-88.196,27495,"plantae"
"Howard Payne University","Herbarium","22436fe4-5049-4266-9849-335dd3f161aa","{""recordset"":""22436fe4-5049-4266-9849-335dd3f161aa""}","HPC<IH>","","urn:uuid:769ed6de-261b-41d9-aebc-e9c16524dac6","urn:lsid:biocol.org:col:13246","","","Strong collection of Texas ferns, mainly Central Texas and Hill Country. Representatives from east and west Texas","",NA,NA,"Strong collection of Texas ferns","Mainly Central Texas and Hill Country. Representatives from east and west Texas","","Marilyn Mathis","Curator","mmathis@hputx.edu","Biology Department","Brownwood","Texas","76801","1000 Center Street, Winebrenner Science Hall","Brownwood","Texas","76801","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124772","","",31.8354,-99.0094,26427,"plantae"
"University of Pennsylvania, Morris Arboretum","Herbarium","6b2c3ca9-69ad-4316-a2d1-33399e9f547e","{""recordset"":""6b2c3ca9-69ad-4316-a2d1-33399e9f547e""}","MOAR<IH>","","urn:uuid:ae5a7f90-a751-4d4b-996b-1ec8f446e20c","urn:lsid:biocol.org:col:13605","http://www.paflora.org.","http://midatlanticherbaria.org/portal/","","",NA,NA,"","Primarily Pennsylvania, USA","","Timothy A. Block","Director of Botany","moar@morrisarboretum.org","Botany Department, 9414 Meadowbrook Avenue","Philadelphia","Pennsylvania","19118","Herbarium - Botany Department, Morris Arboretum, University of Pennsylvania, 9414 Meadowbrook Avenue","Philadelphia","Pennsylvania","19118","urn:uuid:f1e57d17-6805-43b4-b943-e1241619c045","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125295","","",40.0881,-75.2152,25276,"plantae"
"California Department of Food and Agriculture","Herbarium","0b17c21a-f7e2-4967-bdf8-60cf9b06c721","{""recordset"":""0b17c21a-f7e2-4967-bdf8-60cf9b06c721"",""institutioncode"":""CDA""}","CDFA, PPDC, CDA, CDA-SFC","CDA","urn:uuid:d6d10837-4734-4ea6-b0b5-f7a0f18fcfc9","urn:lsid:biocol.org:col:14927","http://www.cdfa.ca.gov/plant/ppd/herbarium.html","http://ucjeps.berkeley.edu/consortium/","CDA. Founded in 1921, the Botany Lab and Herbarium of the California Department of Food and Agriculture (Plant Pest Diagnostics Center) serves as the plant diagnostic and identification service for California, and is the repository for the state collection of noxious weed and agricultural plant specimens. Size of collection: 55,000 plant specimens. Notable collections include those of M. K. Bellue, T. C. Fuller, G. Douglas Barbe, G. F. Hrusa, D. G. Kelch, and G. L. Stout (plant disease collection, BPS). The CDFA Seed Herbarium has ca. 50,000 accessions in the Seed and Fruit Collection (CDA SFC). Notable collections include those of M. K. Bellue, B. Crampton, P. B. Kennedy, D. Baxter, B. M. Browning, D. Decker-Walters, and C. Dremann.","Contact information:Genevieve Walden, Curator and Senior Plant Taxonomist, Botany Lab and Herbarium, CDA, BPS (genevieve.walden@cdfa.ca.gov). Deborah J. Meyer, Curator and Senior Seed Botanist, California State Seed Lab and Herbarium, CDA-SFC (deborah.meyer@cdfa.ca.gov).",50000,TRUE,"California agriculture, weeds, seeds","Worldwide, but especial strength is California agriculture, cultivated, weeds, non-natives.","50000","Genevieve Walden ","Curator","Genevieve.walden@cdfa.ca.gov","CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.","Sacramento","California","95832","CDFA - Plant Pest Diagnostics Branch, 3294 Meadowview Rd.","Sacramento","California","95832","urn:uuid:9fe09300-9eaf-428b-9ee6-b47bdd9adcaa","","","","","","",38.4813,-121.5051,24115,"plantae"
"Berea College, Ralph L. Thompson Herbarium","Herbarium","ef59f7cc-ed42-45fc-9abc-5edfb2c8caec","{""recordset"":""ef59f7cc-ed42-45fc-9abc-5edfb2c8caec""}","BEREA<IH>","","urn:uuid:036a6a24-2dd9-478c-ac03-9d4b8355ee94","urn:lsid:biocol.org:col:12653","","","","",NA,NA,"","","","Brad Ruhfel","","brad.ruhfel@eku.edu","Biology Department, College P.O. 2121","Berea","Kentucky","40404","","Berea","Kentucky","40404","urn:uuid:cdf0b3a7-084b-45ab-b05f-ecd9fed62d58","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124042","","",37.5735,-84.2908,23464,"plantae"
"Delaware State University, Claude E. Phililips Herbarium","Herbarium","910eadc8-8131-428c-b28a-91d0e2890f1d","{""recordset"":[""910eadc8-8131-428c-b28a-91d0e2890f1d""]}","DOV<IH>","","urn:uuid:80b7e50b-3b93-45e2-a3ba-d632ee9cc46b","urn:lsid:biocol.org:col:14853","http://herbarium.desu.edu","","","",NA,NA,"","","","Cynthia Hong-Wa","Curator","chwa@desu.edu","Department of Agriculture and Natural Resources","Dover","Delaware","19901-2277","Washington Building, 1200 N. DuPont Highway.","Dover","Delaware","19901-2277","urn:uuid:96d48597-84db-4201-b60b-777ca1c4a517","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124382","","",39.1634,-75.5151,23372,"plantae"
"Northern Kentucky University, John W. Thieret Herbarium","Herbarium","2941b767-e90b-41b9-9627-6e589e0c0c85","{""recordset"":""2941b767-e90b-41b9-9627-6e589e0c0c85""}","KNK<IH>","","urn:uuid:a58e0dd1-af01-48a4-80d5-04b88a0481a2","urn:lsid:biocol.org:col:12525","http://www.nku.edu/~herbarium/","","","",NA,NA,"","","","Mary Whitson","Curator","whitsonma@nku.edu","Department of Biological Sciences","Highland Heights","Kentucky","41099","Natural Science Center, room 101","Highland Heights","Kentucky","41099","urn:uuid:9e8f18e8-94d8-4e81-a4fa-1f5b7e996a42","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125553","","",39.0583,-84.6938,22971,"plantae"
"Field Museum of Natural History","Fossil Plants","9e66257f-21a9-491a-ac23-06b7b62ceeb7","{""recordset"":""9e66257f-21a9-491a-ac23-06b7b62ceeb7""}","FMNH","Paleobotany","urn:uuid:7fe29950-abfe-4740-87b6-866bc31e357e","","https://www.fieldmuseum.org/science/research/area/focus-fossil-plants","","","",NA,NA,"","","","Paul Mayer","Collections Manager","pmayer@fieldmuseum.org","1400 S Lake Shore Drive","Chicago","Illinois","60605-2496","1400 S Lake Shore Drive","Chicago","Illinois","60605-2496","urn:uuid:ea4f0640-ef20-40aa-b359-166f07c7492a","","","","","","",41.8691,-87.6176,22851,"plantae"
"University of West Florida, Michael I. Cousens Herbarium","Herbarium","314f66a9-2b8f-4085-b10c-0f083ce2f1eb, 4dce41dc-2af6-448c-99e1-abfd3a9cc3e5, e7016bd5-cb10-45b9-8959-0f5750f7a5db","{""recordset"":[""314f66a9-2b8f-4085-b10c-0f083ce2f1eb"",""4dce41dc-2af6-448c-99e1-abfd3a9cc3e5"",""e7016bd5-cb10-45b9-8959-0f5750f7a5db""]}","UWFP<IH>","","urn:uuid:4967e4b7-7059-4627-a930-9ffe72229675","urn:lsid:biocol.org:col:14661","http://uwf.edu/cseh/departments/cedb/resources/michael-cousens-herbarium/","","","",NA,NA,"","","","James R. Burkhalter","Curator","jburkhalter@uwf.edu","Department of Biology","Pensacola","Florida","32514","11000 University Parkway, Building 58, room 120.","Pensacola","Florida","32514-5751","urn:uuid:163e0833-041a-4168-8583-391eaf0b5334","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126891","","",30.543,-87.2181,21520,"plantae"
"University of Maine Herbarium","Vascular Plants","0f19f6d6-79a4-434e-ba0b-a4f49f334078","{""recordset"":""0f19f6d6-79a4-434e-ba0b-a4f49f334078""}","MAINE<IH>","","urn:uuid:9344b0ee-2f40-4313-9b15-85364a021973","urn:lsid:biocol.org:col:14558","http://herbaria.umaine.edu/index.php?action=collections","http://herbaria.umaine.edu/index.php?action=plants","","",NA,NA,"","","","Christopher S. Campbell","Curator","campbell@maine.edu","School of Biology and Ecology, 261 Hitchner Hall","Orono","Maine","04469-5735","Hannibal Hamlin Hall.","Orono","Maine","04469-5735","urn:uuid:6deb519e-8492-4694-a705-b8055857c15f","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126720","","",44.806,-68.7919,21034,"plantae"
